Midden-Oosten,Middle East,Het Midden-Oosten is een complexe regio,The Middle East is a complex region
Sovjetunie,Soviet Union,De Sovjetunie viel uiteen in 1991,The Soviet Union collapsed in 1991
puur,pure,Dit is pure chocolade,This is pure chocolate
voorwerpen,objects,Er liggen verschillende voorwerpen op tafel,There are various objects on the table
trouw,loyal,Hij is een trouwe vriend,He is a loyal friend
koud,cold,Het is koud buiten,It is cold outside
gunstige,favorable,De omstandigheden zijn gunstig,The conditions are favorable
vooraleer,before,Vooraleer te vertrekken, sluit de deur
lukt,succeeds,Het lukt me niet,I'm not succeeding
treedt,acts,Hij treedt op als voorzitter,He acts as chairman
wettelijke,legal,Wettelijke regels zijn verplicht,Legal rules are mandatory
bleken,turned out,Ze bleken gelijk te hebben,They turned out to be right
Vervolgens,subsequently,Vervolgens gingen we naar huis,Subsequently we went home
Ierse,Irish,Ierse muziek is populair,Irish music is popular
VN,UN,De VN houden een top,The UN are holding a summit
lengte,length,De lengte van de tafel is twee meter,The length of the table is two meters
ontwerpers,designers,De ontwerpers presenteren hun collectie,The designers present their collection
bewaard,preserved,Het document is goed bewaard,The document is well preserved
alsnog,still,Je kunt het alsnog proberen,You can still try it
Kortrijk,Kortrijk,Kortrijk ligt in West-Vlaanderen,Kortrijk is in West Flanders
oplopen,to incur,Hij liep een blessure op,He incurred an injury
enerzijds,on the one hand,Enerzijds is het goedkoop, anderzijds traag
Voorlopig,for now,Voorlopig blijven we hier,For now we stay here
jammer,too bad,Wat jammer dat je niet komt,Too bad you are not coming
doorheen,through,We liepen doorheen het bos,We walked through the forest
zetel,seat,De partij heeft tien zetels,The party has ten seats
zichtbaar,visible,De sterren zijn goed zichtbaar,The stars are clearly visible
Grand,Grand,Het Grand Hotel is beroemd,The Grand Hotel is famous
protest,protest,Er was een groot protest op straat,There was a large protest on the street
leer,leather,De jas is van leer gemaakt,The coat is made of leather
Sun,Sun,De zon schijnt vandaag,The sun is shining today
Kunst,art,Kunst is voor iedereen,Art is for everyone
sneeuw,snow,Er ligt veel sneeuw in de bergen,There is a lot of snow in the mountains
Ierland,Ireland,Ierland staat bekend om zijn groene landschap,Ireland is known for its green landscape
steunt,supports,Hij steunt zijn familie,He supports his family
getuigen,witnesses,De getuigen werden verhoord,The witnesses were interrogated
vergeleken,compared,Vergeleken met vorig jaar is het beter,Compared to last year it is better
bezocht,visited,We hebben het museum bezocht,We visited the museum
katholieke,Catholic,De katholieke kerk is oud,The Catholic church is old
toevoegen,to add,Voeg zout toe aan de soep,Add salt to the soup
Aangezien,since,Aangezien het regent, blijven we thuis
chemische,chemical,Chemische stoffen zijn gevaarlijk,Chemical substances are dangerous
zijde,side,Aan de andere zijde van de rivier,On the other side of the river
verse,fresh,Koop verse groenten op de markt,Buy fresh vegetables at the market
Taiwan,Taiwan,Taiwan is een eiland,Taiwan is an island
cd-rom,CD-ROM,De cd-rom bevat belangrijke data,The CD-ROM contains important data
Roermond,Roermond,Roermond heeft een mooie kathedraal,Roermond has a beautiful cathedral
gemakkelijker,easier,Dit is gemakkelijker dan ik dacht,This is easier than I thought
brachten,brought,Zij brachten het nieuws,They brought the news
premies,premiums,De verzekeringspremies stijgen,The insurance premiums are rising
tijdelijke,temporary,Dit is een tijdelijke oplossing,This is a temporary solution
pagina,page,Open je boek op pagina tien,Open your book to page ten
volwassenen,adults,De cursus is voor volwassenen,The course is for adults
stilte,silence,Er viel een diepe stilte,A deep silence fell
promotie,promotion,Zij kreeg promotie op haar werk,She got a promotion at work
Hetzelfde,the same,Ik wil hetzelfde gerecht,I want the same dish
versterken,to strengthen,We moeten de banden versterken,We must strengthen the ties
saus,sauce,De saus is heerlijk,The sauce is delicious
logisch,logical,Dat klinkt logisch,That sounds logical
doorbraak,breakthrough,De wetenschapper deed een doorbraak,The scientist made a breakthrough
Utrecht,Utrecht,Utrecht heeft een prachtige grachtengordel,Utrecht has a beautiful canal ring
technologische,technological,Technologische vooruitgang is snel,Technological progress is fast
ideaal,ideal,Dit is de ideale plek,This is the ideal spot
Partij,party,De Partij van de Arbeid won zetels,The Labour Party won seats
ondergebracht,housed,De vluchtelingen zijn ondergebracht in sporthallen,The refugees are housed in sports halls
garantie,guarantee,Het product heeft twee jaar garantie,The product has a two-year warranty
eentje,one (diminutive),Mag ik eentje van die koekjes?,May I have one of those cookies?
brug,bridge,De brug over de rivier is oud,The bridge over the river is old
lichtjes,lightly,Het regent lichtjes,It is raining lightly
Dow,Dow,De Dow Jones steeg met twee procent,The Dow Jones rose by two percent
probeer,try,Probeer het nog eens,Try it again
voornaamste,main,De voornaamste reden is tijdgebrek,The main reason is lack of time
onderwerpen,to subject,Hij onderwerpt zich aan de regels,He subjects himself to the rules
au,ouch,Au, dat doet pijn!
ken,know,Ik ken haar al jaren,I have known her for years
complex,complex,De situatie is zeer complex,The situation is very complex
onzekerheid,uncertainty,Er heerst veel onzekerheid,There is a lot of uncertainty
gooien,to throw,Gooi de bal naar mij,Throw the ball to me
tempo,pace,Het tempo van de les is hoog,The pace of the lesson is high
doorgaan,to proceed,Het feest gaat morgen door,The party will proceed tomorrow
clubs,clubs,De clubs in de stad zijn populair,The clubs in the city are popular
artistieke,artistic,Zij heeft een artistieke aard,She has an artistic nature
behoeften,needs,De behoeften van de klant zijn belangrijk,The customer's needs are important
samenstelling,composition,De samenstelling van het team verandert,The composition of the team is changing
financieren,to finance,De bank financiert het project,The bank finances the project
European,European,European is een Engelse term,European is an English term
metalen,metals,Metalen worden gerecycled,Metals are recycled
nuttig,useful,Dit gereedschap is erg nuttig,This tool is very useful
arts,physician,De arts stelt een diagnose,The doctor makes a diagnosis
erover,about it,We praten erover morgen,We talk about it tomorrow
Parijse,Parisian,Het Parijse nachtleven is bruisend,Parisian nightlife is vibrant
staten,states,De Verenigde Staten zijn groot,The United States are large
Mobutu,Mobutu,Mobutu was president van Zaïre,Mobutu was president of Zaire
dik,thick,Het boek is erg dik,The book is very thick
herstellen,to recover,Hij moet herstellen van zijn operatie,He needs to recover from his surgery
benadering,approach,Zijn benadering van het probleem was uniek,His approach to the problem was unique
Alain,Alain,Alain is een Franse naam,Alain is a French name
Rond,around,Rond het huis staat een hek,Around the house is a fence
uitspraken,statements,Zijn uitspraken veroorzaakten ophef,His statements caused a stir
hervormingen,reforms,De hervormingen zijn doorgevoerd,The reforms have been implemented
té,too,Dat is té duur voor mij,That is too expensive for me
klasse,class,Zij rijdt eerste klasse,She travels first class
modern,modern,Het gebouw heeft een modern ontwerp,The building has a modern design
samengesteld,composed,De commissie is samengesteld uit experts,The committee is composed of experts
toestemming,permission,Hij gaf toestemming voor het project,He gave permission for the project
kondigde,announced,De minister kondigde nieuwe maatregelen aan,The minister announced new measures
orkest,orchestra,Het orkest speelt vanavond,The orchestra plays tonight
plaat,record,Ik heb een nieuwe plaat gekocht,I bought a new record
nee,no,Nee, dank u wel
zingen,to sing,Zij zingt graag in het koor,She likes to sing in the choir
vanavond,tonight,Vanavond gaan we uit eten,Tonight we go out for dinner
nauw,close,De relatie is zeer nauw,The relationship is very close
duo,duo,Zij vormen een goed duo,They make a good duo
overheden,authorities,De overheden werken samen,The authorities work together
tocht,draft,Er is tocht in deze kamer,There is a draft in this room
uniek,unique,Dit is een unieke kans,This is a unique opportunity
jaarbasis,annual basis,Op jaarbasis groeit de economie met twee procent,On an annual basis the economy grows by two percent
gemeentelijke,municipal,De gemeentelijke belastingen zijn verhoogd,Municipal taxes have been increased
hoogleraar,professor,De hoogleraar geeft een college,The professor is giving a lecture
humor,humor,Zij heeft een goed gevoel voor humor,She has a good sense of humor
verzameling,collection,Mijn verzameling postzegels groeit,My stamp collection is growing
AG,AG,De AG is een Duitse vennootschapsvorm,AG is a German company form
Kroatische,Croatian,Kroatische wijnen zijn steeds populairder,Croatian wines are increasingly popular
lossen,to solve,We lossen het probleem op,We will solve the problem
Goed,good,Goed, ik doe het
tenzij,unless,Ik kom tenzij het regent,I'll come unless it rains
bladzijden,pages,Het boek heeft tweehonderd bladzijden,The book has two hundred pages
wettelijk,legal,Dat is wettelijk verplicht,That is legally required
hoorde,heard,Ik hoorde een vreemd geluid,I heard a strange noise
hiermee,with this,Hiermee is de kous af,With this the matter is settled
gebeurtenissen,events,De gebeurtenissen van vorige week waren schokkend,Last week's events were shocking
schat,treasure,Mijn schat, ik hou van jou
dringend,urgent,Dit is een dringende zaak,This is an urgent matter
bevestigt,confirms,Hij bevestigt de ontvangst van het bericht,He confirms receipt of the message
gepubliceerd,published,Het artikel is gisteren gepubliceerd,The article was published yesterday
overwinning,victory,De overwinning was verdiend,The victory was deserved
Vrouwen,women,Vrouwen hebben gelijke rechten,Women have equal rights
stoel,chair,De stoel is comfortabel,The chair is comfortable
opdrachten,assignments,De opdrachten zijn verdeeld,The assignments have been distributed
General,General,De General gaf bevelen,The General gave orders
Intel,Intel,Intel produceert processors,Intel produces processors
GBP,GBP,GBP is de afkorting voor Britse pond,GBP is the abbreviation for British pound
have,have,Have is Engels voor hebben,Have is English for hebben
nummers,songs,Zij speelden hun beste nummers,They played their best songs
Duits,German,Hij spreekt vloeiend Duits,He speaks fluent German
Fund,fund,Het fonds investeert in technologie,The fund invests in technology
symbool,symbol,Het hart is een symbool van liefde,The heart is a symbol of love
rijdt,drives,Zij rijdt een blauwe auto,She drives a blue car
gat,hole,Er zit een gat in de muur,There is a hole in the wall
Wordt,is being,Het wordt al donker,It is getting dark already
oorsprong,origin,De oorsprong van dit woord is Latijn,The origin of this word is Latin
overlijden,passing,Zijn overlijden was onverwacht,His passing was unexpected
donkere,dark,Het is een donkere nacht,It is a dark night
bruto,gross,Zijn bruto salaris is hoog,His gross salary is high
uitzonderlijke,exceptional,Zij heeft uitzonderlijke talenten,She has exceptional talents
tegemoet,towards,Hij komt ons tegemoet,He is coming towards us
proeven,to taste,Mag ik van de wijn proeven?,May I taste the wine?
eenzelfde,the same,Zij dragen eenzelfde jas,They wear the same coat
aanpassen,to adjust,We moeten ons aanpassen aan de situatie,We must adapt to the situation
Foto,photo,De foto is mooi geworden,The photo turned out nicely
Deutsche,Deutsche,Deutsche Bank is een Duitse bank,Deutsche Bank is a German bank
administratieve,administrative,Het administratieve proces is traag,The administrative process is slow
netwerken,networks,De computernetwerken zijn beveiligd,The computer networks are secured
Joegoslavie,Yugoslavia,Joegoslavie viel uiteen in de jaren negentig,Yugoslavia fell apart in the nineties
gelijkaardige,similar,We hebben een gelijkaardig probleem,We have a similar problem
verklaard,explained,Hij verklaarde zijn vertrek,He explained his departure
pagina's,pages,Het rapport telt vijftig pagina's,The report has fifty pages
volkomen,completely,Ik ben het volkomen met je eens,I completely agree with you
opzet,design,Het opzet van het experiment was goed,The design of the experiment was good
Premier,prime minister,De Premier gaf een persconferentie,The Prime Minister gave a press conference
meldt,reports,De krant meldt het nieuws,The newspaper reports the news
Opvallend,striking,Het is opvallend stil vandaag,It is strikingly quiet today
Post,mail,De post is nog niet gearriveerd,The mail has not arrived yet
nachts,at night,Hij werkt 's nachts,He works at night
exclusief,exclusive,Dit is een exclusief aanbod,This is an exclusive offer
consumptie,consumption,De consumptie van suiker is te hoog,The consumption of sugar is too high
vandaan,from,Waar kom je vandaan?,Where do you come from?
ING,ING,ING is een Nederlandse bank,ING is a Dutch bank
dr,Dr,Dr Jansen is mijn huisarts,Dr Jansen is my GP
park,park,Het park is prachtig in de lente,The park is beautiful in spring
jongere,younger,De jongere generatie denkt anders,The younger generation thinks differently
medium,medium,Het medium van de kunst is verf,The medium of the art is paint
waarna,after which,Hij at, waarna hij vertrok
winsten,profits,De winsten stegen dit kwartaal,The profits rose this quarter
Tegelijk,at the same time,Tegelijk arriveerden ze,They arrived at the same time
omgekeerd,reversed,Het is ook omgekeerd waar,The reverse is also true
journalist,journalist,De journalist schrijft een artikel,The journalist is writing an article
criteria,criteria,De criteria zijn streng,The criteria are strict
ontdekte,discovered,Zij ontdekte een nieuwe ster,She discovered a new star
leuke,nice,Dat is een leuk idee,That is a nice idea
autoriteiten,authorities,De autoriteiten doen onderzoek,The authorities are investigating
voorbereiding,preparation,De voorbereiding duurde lang,The preparation took a long time
perfecte,perfect,Zij spreekt perfecte Nederlands,She speaks perfect Dutch
leeg,empty,De fles is leeg,The bottle is empty
afloop,outcome,Na afloop van de film gingen we naar huis,After the film ended we went home
Verhofstadt,Verhofstadt,Verhofstadt was premier van België,Verhofstadt was prime minister of Belgium
Securities,securities,Securities is een Engelse term voor effecten,Securities is the English term for effecten
democratische,democratic,Democratische verkiezingen zijn belangrijk,Democratic elections are important
atelier,studio,Het atelier van de kunstenaar is groot,The artist's studio is large
slapen,to sleep,Ik ga nu slapen,I am going to sleep now
bouwt,builds,Het bedrijf bouwt nieuwe huizen,The company builds new houses
School,school,De School is dichtbij,The school is nearby
verlagen,to lower,We moeten de kosten verlagen,We need to lower the costs
gedachten,thoughts,Mijn gedachten zijn bij jou,My thoughts are with you
buurlanden,neighboring countries,Frankrijk en Duitsland zijn buurlanden,France and Germany are neighboring countries
parfum,perfume,Zij draagt een duur parfum,She wears an expensive perfume
aangenomen,adopted,Het voorstel is aangenomen,The proposal was adopted
Inmiddels,meanwhile,Inmiddels is het al laat,Meanwhile it is already late
parlementaire,parliamentary,Het parlementaire debat was hevig,The parliamentary debate was fierce
lees,read,Lees de instructies aandachtig,Read the instructions carefully
dringen,to push,De menigte begon te dringen,The crowd started to push
scherpe,sharp,Het mes heeft een scherpe rand,The knife has a sharp edge
genoteerd,listed,Het aandeel is genoteerd aan de beurs,The share is listed on the stock exchange
National,national,Het National Museum is gesloten,The National Museum is closed
portret,portrait,Het portret hangt aan de muur,The portrait hangs on the wall
streng,strict,De leraar is streng maar rechtvaardig,The teacher is strict but fair
station,station,Het station is vijf minuten lopen,The station is a five-minute walk
uitgave,publication,De nieuwe uitgave is uitverkocht,The new edition is sold out
politicus,politician,De politicus gaf een interview,The politician gave an interview
loonkosten,labor costs,De loonkosten zijn hoog in Nederland,Labor costs are high in the Netherlands
olijfolie,olive oil,Gebruik olijfolie voor de salade,Use olive oil for the salad
verrassing,surprise,Wat een aangename verrassing!,What a pleasant surprise!
achttien,eighteen,Zij is achttien jaar oud,She is eighteen years old
verloop,course,Het verloop van de ziekte is traag,The course of the disease is slow
with,with,With is Engels voor met,With is English for met
schuiven,to slide,Schuif de tafel naar rechts,Slide the table to the right
Onderwijs,education,Onderwijs is een basisrecht,Education is a basic right
vruchten,fruits,Eet dagelijks verse vruchten,Eat fresh fruits daily
sterren,stars,Vanavond zijn er veel sterren zichtbaar,Tonight many stars are visible
evolueren,to evolve,Technologie blijft evolueren,Technology keeps evolving
Steeds,increasingly,Het wordt steeds beter,It is getting better and better
boom,tree,De oude boom is omgewaaid,The old tree has blown over
Hollywood,Hollywood,Hollywood is het centrum van de filmindustrie,Hollywood is the center of the film industry
eigendom,property,Dit huis is mijn eigendom,This house is my property
blauwe,blue,Zij draagt een blauwe jurk,She wears a blue dress
althans,that is,Ik kom morgen, althans als het lukt
podium,stage,De zanger stapte het podium op,The singer stepped onto the stage
ondersteunen,to support,Wij ondersteunen dit initiatief,We support this initiative
klagen,to complain,Hij klaagt altijd over het weer,He always complains about the weather
Roger,Roger,Roger is met pensioen,Roger is retired
kringen,circles,In politieke kringen is dit bekend,In political circles this is known
armen,arms,Hij stak zijn armen uit,He stretched out his arms
zestien,sixteen,Zij wordt volgende maand zestien,She turns sixteen next month
RUG,RUG (University of Groningen),De RUG is een bekende universiteit,The RUG is a well-known university
opera,opera,De opera begint om acht uur,The opera starts at eight
benen,legs,Mijn benen doen pijn na het hardlopen,My legs hurt after running
nicht,niece,Mijn nichtje komt logeren,My niece is coming to stay
dubbel,double,Ik wil graag een dubbele espresso,I would like a double espresso
creativiteit,creativity,Creativiteit is belangrijk in deze baan,Creativity is important in this job
regeringen,governments,Beide regeringen ondertekenen het verdrag,Both governments sign the treaty
voorzieningen,facilities,De voorzieningen in het hotel zijn uitstekend,The facilities in the hotel are excellent
geproduceerd,produced,Dit product wordt in China geproduceerd,This product is produced in China
melk,milk,Ik drink graag melk bij het ontbijt,I like to drink milk with breakfast
segment,segment,Het marktsegment groeit snel,The market segment is growing fast
Geert,Geert,Geert is mijn collega,Geert is my colleague
instrumenten,instruments,Muzikale instrumenten zijn duur,Musical instruments are expensive
Anderlecht,Anderlecht (Brussels municipality),Anderlecht is een gemeente in Brussel,Anderlecht is a municipality in Brussels
seconden,seconds,Wacht tien seconden,Wait ten seconds
mede,also,Hij was mede verantwoordelijk voor het project,He was also responsible for the project
bronnen,sources,De bronnen zijn betrouwbaar,The sources are reliable
zozeer,so much,Hij hield zozeer van haar,He loved her so much
Stel,suppose,Stel dat het morgen regent,Suppose it rains tomorrow
slaagde,succeeded,Zij slaagde voor haar examen,She passed her exam
familiale,family,Het is een familiaal bedrijf,It is a family business
gigantische,gigantic,Er stond een gigantisch beeld in het park,There was a gigantic statue in the park
bevoegdheden,powers,Zijn bevoegdheden zijn beperkt,His powers are limited
teveel,too much,Dat is teveel voor mij,That is too much for me
Internationale,international,Internationale samenwerking is cruciaal,International cooperation is crucial
correct,correct,Het antwoord is correct,The answer is correct
Baker,Baker,Meneer Baker is de directeur,Mr Baker is the director
festival,festival,Het festival duurt drie dagen,The festival lasts three days
aankopen,purchases,De aankopen zijn gedaan,The purchases have been made
Weekend,weekend,Fijn weekend!,Have a nice weekend!
Bart,Bart,Bart studeert rechten,Bart studies law
cd's,CDs,Ik koop nog steeds cd's,I still buy CDs
Theo,Theo,Theo is gisteren aangekomen,Theo arrived yesterday
Uw,your (formal),Uw jas hangt in de kast,Your coat is hanging in the closet
René,René,René is een Franse naam,René is a French name
Kroatie,Croatia,Kroatie ligt aan de Adriatische Zee,Croatia is on the Adriatic Sea
getrokken,pulled,Hij heeft de lade opengetrokken,He pulled the drawer open
kritische,critical,Zij stelde een kritische vraag,She asked a critical question
weigert,refuses,Hij weigert te betalen,He refuses to pay
tarief,rate,Het tarief voor elektriciteit stijgt,The electricity rate is rising
Broek,pants,Zijn broek is te lang,His pants are too long
getoond,shown,Het resultaat wordt getoond op het scherm,The result is shown on the screen
meester,teacher,De meester geeft les aan jonge kinderen,The teacher teaches young children
gescheiden,divorced,Zij zijn gescheiden sinds vorig jaar,They have been divorced since last year
situaties,situations,In moeilijke situaties blijft hij kalm,In difficult situations he stays calm
afgerond,completed,Het project is afgerond,The project is completed
Air,air,Air is Engels voor lucht,Air is English for lucht
tabel,table,De tabel toont de resultaten,The table shows the results
veld,field,Het veld is groen,The field is green
doek,canvas,Het doek is beschilderd,The canvas is painted
LUF,LUF (Luchtmacht),De LUF oefent boven zee,The air force exercises over the sea
congres,congress,Het congres vindt plaats in Berlijn,The congress takes place in Berlin
lijf,body,Hij voelde pijn in zijn lijf,He felt pain in his body
broek,pants,Zij droeg een zwarte broek,She wore black pants
verpakking,packaging,De verpakking is milieuvriendelijk,The packaging is environmentally friendly
terugval,relapse,Hij had een terugval in zijn ziekte,He had a relapse of his illness
Barco,Barco,Barco is een Belgisch technologiebedrijf,Barco is a Belgian technology company
Koninklijke,Royal,De Koninklijke familie woont in Brussel,The royal family lives in Brussels
creatie,creation,De creatie van het schilderij duurde maanden,The creation of the painting took months
has,has,Has is Engels voor heeft,Has is English for heeft
peper,pepper,Voeg peper en zout toe,Add pepper and salt
Neen,no,Neen, dat klopt niet
toeristische,tourist,Het toeristische seizoen begint in mei,The tourist season starts in May
schatten,to estimate,Ik schat dat de waarde hoog is,I estimate the value is high
verbeelding,imagination,Gebruik je verbeelding!,Use your imagination!
zocht,looked for,Hij zocht zijn sleutels overal,He looked for his keys everywhere
Singapore,Singapore,Singapore is een stadstaat,Singapore is a city-state
communistische,communist,Het communistische regime viel,The communist regime fell
najaar,autumn,Het najaar is mijn favoriete seizoen,Autumn is my favorite season
drama,drama,Het was een groot drama,It was a great drama
PSC,PSC (Parti Social Chrétien),De PSC was een Franstalige partij,The PSC was a French-speaking party
mannelijke,male,De mannelijke stem is diep,The male voice is deep
melden,to report,Hij moet zijn vertrek melden,He must report his departure
passie,passion,Koken is haar passie,Cooking is her passion
seks,sex,Seksuele voorlichting is belangrijk,Sex education is important
kasteel,castle,Het kasteel is duizend jaar oud,The castle is a thousand years old
Erik,Erik,Erik is mijn broer,Erik is my brother
gevaarlijke,dangerous,Het is een gevaarlijke weg,It is a dangerous road
stenen,stone,De stenen muur is oud,The stone wall is old
at,ate,Hij at zijn bord leeg,He ate his plate clean
lente,spring,De lente begint in maart,Spring starts in March
Piet,Piet,Piet werkt in de tuin,Piet works in the garden
schitterend,splendid,Het uitzicht was schitterend,The view was splendid
Lee,Lee,Lee is een Engelse naam,Lee is an English name
hersenen,brain,De hersenen zijn een complex orgaan,The brain is a complex organ
Oude,old,De oude man loopt langzaam,The old man walks slowly
toegenomen,increased,De vraag is toegenomen,The demand has increased
schilder,painter,De schilder werkt aan een portret,The painter is working on a portrait
zogeheten,so-called,De zogeheten expert wist het niet,The so-called expert did not know
voeding,nutrition,Goede voeding is belangrijk,Good nutrition is important
stuurt,sends,Zij stuurt een bericht,She sends a message
benoemd,appointed,Hij is benoemd tot directeur,He has been appointed director
westen,west,De zon gaat onder in het westen,The sun sets in the west
Precies,exactly,Precies dat bedoel ik,Exactly what I mean
elektronisch,electronic,Het apparaat is elektronisch,The device is electronic
verdeling,distribution,De verdeling van de taken is eerlijk,The distribution of tasks is fair
goedgekeurd,approved,Het plan is goedgekeurd,The plan has been approved
Maria,Maria,Maria is een mooie naam,Maria is a beautiful name
statuut,status,Het statuut van de werknemer verandert,The employee's status is changing
Iets,something,Ik wil je iets vertellen,I want to tell you something
weigeren,to refuse,Zij weigeren te betalen,They refuse to pay
golf,wave,De golf was hoog,The wave was high
art,art,Art is Engels voor kunst,Art is English for kunst
staal,steel,Staal is een sterk metaal,Steel is a strong metal
flexibiliteit,flexibility,Flexibiliteit is vereist in deze baan,Flexibility is required in this job
gelaten,left,Hij gelaten het boek op tafel,He left the book on the table
drugs,drugs,Drugs zijn schadelijk voor de gezondheid,Drugs are harmful to health
muzikale,musical,Zij heeft muzikaal talent,She has musical talent
vat,barrel,Het vat bier is leeg,The beer barrel is empty
gevechten,battles,De gevechten duurden uren,The battles lasted hours
Jones,Jones,Meneer Jones is de voorzitter,Mr Jones is the chairman
stimuleren,to stimulate,We moeten de economie stimuleren,We must stimulate the economy
bestand,file,Het bestand is te groot,The file is too large
scheiding,divorce,De scheiding was moeilijk,The divorce was difficult
bevestigd,confirmed,Het bericht is bevestigd,The message has been confirmed
ontbijt,breakfast,Het ontbijt is om acht uur,Breakfast is at eight o'clock
klacht,complaint,Hij diende een klacht in,He filed a complaint
daaruit,from that,Daaruit blijkt zijn onschuld,From that his innocence appears
herfst,autumn,De herfst is regenachtig,Autumn is rainy
kruiden,herbs,Verse kruiden geven veel smaak,Fresh herbs add a lot of flavor
succesvolle,successful,Het was een succesvolle bijeenkomst,It was a successful meeting
NMBS,NMBS (Belgian Railways),De NMBS rijdt met vertraging,The NMBS is running late
sterven,to die,De oude man zal sterven,The old man will die
aangebracht,applied,De verf is aangebracht op de muur,The paint has been applied to the wall
derden,third parties,Schade aan derden is verzekerd,Damage to third parties is insured
verzekering,insurance,De verzekering dekt de schade,The insurance covers the damage
particulieren,private individuals,De lening is bedoeld voor particulieren,The loan is intended for private individuals
gepraat,talked,Wij hebben lang gepraat,We talked for a long time
verwachting,expectation,De verwachting is dat het morgen regent,The expectation is that it will rain tomorrow
Binnenlandse,domestic,Binnenlandse zaken zijn prioriteit,Domestic affairs are a priority
ontmoeting,meeting,De ontmoeting was hartelijk,The meeting was cordial
tevoren,beforehand,Van tevoren weten we de details,We know the details beforehand
wereldwijde,worldwide,Er is een wereldwijde vraag naar energie,There is a worldwide demand for energy
Londense,London (adj),De Londense metro is oud,The London Underground is old
vanzelf,by itself,Het zal vanzelf gaan,It will happen by itself
bonden,unions,De vakbonden onderhandelen over lonen,The unions negotiate about wages
vermoedelijk,presumably,Hij is vermoedelijk thuis,He is presumably at home
verzekeraars,insurers,De verzekeraars weigerden te betalen,The insurers refused to pay
vogels,birds,De vogels zingen in de ochtend,The birds sing in the morning
Simons,Simons,De heer Simons is onze klant,Mr Simons is our client
Suez,Suez,Het Suezkanaal verbindt twee zeeën,The Suez Canal connects two seas
wijken,neighborhoods,Sommige wijken zijn duur,Some neighborhoods are expensive
Sovjet-Unie,Soviet Union,De Sovjet-Unie was een supermacht,The Soviet Union was a superpower
grafiek,chart,De grafiek toont de groei,The graph shows the growth
