afhankelijkheid,dependence,De afhankelijkheid van olie is groot,The dependence on oil is great
verleent,grants,De bank verleent een lening,The bank grants a loan
klimt,climbs,Hij klimt in de bergen,He climbs in the mountains
revolutionair,revolutionary,Het is een revolutionaire uitvinding,It is a revolutionary invention
stadscentrum,city center,Het stadscentrum is autovrij,The city center is car-free
symbolen,symbols,De symbolen op de kaart zijn duidelijk,The symbols on the map are clear
opgemaakt,made up/used,De rekening is opgemaakt,The bill has been prepared
viercilinder,four-cylinder,De auto heeft een viercilinder motor,The car has a four-cylinder engine
drijvende,floating,Er drijft een boot op het water,A boat is floating on the water
bijeenkomsten,gatherings,De bijeenkomsten zijn maandelijks,The gatherings are monthly
verstoren,disturb,Gelieve de les niet te verstoren,Please do not disturb the lesson
competitief,competitive,De markt is zeer competitief,The market is very competitive
begeven,go/collapse,Hij begaf zich naar het station,He made his way to the station
onvrede,discontent,Er is veel onvrede onder het personeel,There is much discontent among the staff
uurtje,hour,We wachtten een uurtje,We waited for an hour
volhouden,persevere,Je moet volhouden om te slagen,You must persevere to succeed
Recent,recent,Recent is er veel veranderd,Recently much has changed
dictator,dictator,De dictator regeerde met harde hand,The dictator ruled with an iron fist
woningbouw,housing construction,De woningbouw in de stad groeit,Housing construction in the city is growing
ontvoering,kidnapping,De ontvoering van het kind schokte het land,The kidnapping of the child shocked the country
Nijverheid,industry,De nijverheid in deze regio bloeit,The industry in this region is thriving
Bois,wood,Le bois est un matériau naturel,Wood is a natural material
debatten,debates,De debatten in het parlement waren fel,The debates in parliament were fierce
overduidelijk,obvious,Het is overduidelijk dat hij gelijk heeft,It is obvious that he is right
plooien,fold,Kunt u de kleren plooien?,Can you fold the clothes?
Atlantische,Atlantic,De Atlantische Oceaan is groot,The Atlantic Ocean is large
winstgevende,profitable,Het bedrijf is zeer winstgevend,The company is very profitable
Acker,Acker,De heer Acker is een zakenman,Mr. Acker is a businessman
Muntunie,Monetary Union,De Europese Muntunie is stabiel,The European Monetary Union is stable
emittent,issuer,De emittent van de obligatie is bekend,The issuer of the bond is known
bijbehorende,associated,Het bijbehorende document ontbreekt,The associated document is missing
jaaromzet,annual turnover,De jaaromzet is gestegen met 10%,The annual turnover has increased by 10%
Straatsburg,Strasbourg,Straatsburg is de zetel van het Europees Parlement,Strasbourg is the seat of the European Parliament
dusdanig,such that,Het was dusdanig koud dat de rivier bevroor,It was so cold that the river froze
spelregels,rules of the game,De spelregels zijn eenvoudig,The rules of the game are simple
middernacht,midnight,Om middernacht begint het nieuwe jaar,At midnight the new year begins
voldoening,satisfaction,Hij voelde veel voldoening na het werk,He felt great satisfaction after the work
registreren,register,U moet zich registreren voor de cursus,You must register for the course
Vijftien,fifteen,Er zijn vijftien studenten in de klas,There are fifteen students in the class
eisten,demanded,Zij eisten een hoger salaris,They demanded a higher salary
ad,ad,Ik zag een ad in de krant,I saw an ad in the newspaper
bedoelde,meant,Hij bedoelde het goed,He meant well
provinciaal,provincial,Het provinciaal bestuur komt bijeen,The provincial government is meeting
schriftelijk,in writing,U moet een schriftelijk verzoek indienen,You must submit a written request
baten,benefits,De baten van het project zijn groot,The benefits of the project are great
handje,little hand,Geeft u mij een handje?,Can you give me a hand?
Jane,Jane,Jane is een Engelse naam,Jane is an English name
ui,onion,De ui laat me huilen,The onion makes me cry
verlangens,desires,Zijn verlangens zijn eenvoudig,His desires are simple
misdaden,crimes,De misdaden werden bestraft,The crimes were punished
Bepaalde,certain,Bepaalde mensen zijn altijd laat,Certain people are always late
nominale,nominal,De nominale waarde van het aandeel is laag,The nominal value of the share is low
Moor,Moor,De Moor kwam uit Noord-Afrika,The Moor came from North Africa
Rubens,Rubens,Rubens was een beroemde schilder,Rubens was a famous painter
verdubbelde,doubled,De prijs verdubbelde in een jaar,The price doubled in a year
Catherine,Catherine,Catherine is een Franse naam,Catherine is a French name
Domaine,domain,Le domaine du vin est complexe,The domain of wine is complex
kaap,cape,De kaap ligt aan de kust,The cape is on the coast
Deprez,Deprez,Meneer Deprez is de voorzitter,Mr. Deprez is the chairman
winkelcentrum,shopping center,Het winkelcentrum is geopend op zondag,The shopping center is open on Sunday
spieren,muscles,Hij traint zijn spieren in de sportschool,He trains his muscles at the gym
technici,technicians,De technici repareren de machine,The technicians are repairing the machine
Jullie,you,Jullie moeten stil zijn,You all must be quiet
voorspelbaar,predictable,Het einde van de film was voorspelbaar,The end of the movie was predictable
beleefde,experienced/polite,Hij beleefde een mooie dag,He experienced a beautiful day
voorspeld,predicted,De weerman voorspeld regen,The weatherman predicted rain
oproept,calls up,De muziek roept herinneringen op,The music calls up memories
doorgeven,pass on,Kunt u de boodschap doorgeven?,Can you pass on the message?
introduceert,introduces,Hij introduceert zijn vriendin,He introduces his girlfriend
Thuis,at home,Ik ben thuis vanavond,I am at home tonight
Rover,robber,De rover stal het geld,The robber stole the money
botsing,collision,Er was een botsing op de snelweg,There was a collision on the highway
Commissaris,commissioner,De commissaris gaf een persconferentie,The commissioner gave a press conference
belt,calls,Hij belt zijn moeder elke dag,He calls his mother every day
afleiden,distract,De muziek leidt me af,The music distracts me
belasten,tax/burden,De overheid belast het inkomen,The government taxes income
opvalt,stands out,Zijn rode haar valt op,His red hair stands out
Information,information,De informatie is beschikbaar online,The information is available online
arrangementen,arrangements,De bloem arrangementen zijn mooi,The flower arrangements are beautiful
PRL,PRL,PRL is een politieke partij in België,PRL is a political party in Belgium
arbeider,worker,De arbeider werkt in de fabriek,The worker works in the factory
Staatsblad,Official Gazette,Het Staatsblad publiceert wetten,The Official Gazette publishes laws
tentoon,exhibition,De tentoonstelling is in het museum,The exhibition is in the museum
plantages,plantations,De plantages produceren koffie,The plantations produce coffee
Noten,notes/musicians,De noten van de partituur zijn moeilijk,The notes of the score are difficult
Louizalaan,Louise Avenue,De Louizalaan is in Brussel,Louise Avenue is in Brussels
Lebed,Lebed,Generaal Lebed was een Russisch politicus,General Lebed was a Russian politician
gevels,façades,De gevels van de huizen zijn kleurrijk,The façades of the houses are colorful
jurken,dresses,De jurken in de winkel zijn mooi,The dresses in the store are beautiful
extern,external,Externe hulp is nodig,External help is needed
woedend,furious,Hij was woedend over het nieuws,He was furious about the news
spelletje,game,We spelen een spelletje,We are playing a game
FIS,FIS,FIS is een ski-organisatie,FIS is a ski organization
Tilburg,Tilburg,Tilburg is een stad in Nederland,Tilburg is a city in the Netherlands
gemeentepolitie,municipal police,De gemeentepolitie handhaaft de orde,The municipal police maintain order
bochten,curves,De weg heeft veel bochten,The road has many curves
Wagner,Wagner,Wagner was een Duitse componist,Wagner was a German composer
Reizen,travel,Reizen verbreedt de horizon,Travel broadens the horizon
liefhebber,enthusiast,Hij is een liefhebber van klassieke muziek,He is an enthusiast of classical music
beest,beast,Het beest in het bos is groot,The beast in the forest is big
transparante,transparent,Het glas is transparant,The glass is transparent
potje,small pot,Er zit geld in het potje,There is money in the little pot
plekje,little spot,Dit is mijn favoriete plekje,This is my favorite little spot
gelijktijdig,simultaneously,De gebeurtenissen vonden gelijktijdig plaats,The events took place simultaneously
razend,furious/raging,Hij was razend van woede,He was furious with anger
studiefinanciering,student grant,Hij krijgt studiefinanciering van de overheid,He receives a student grant from the government
ongerust,worried,De moeder was ongerust over haar kind,The mother was worried about her child
Lux,Lux,Lux is een merk van zeep,Lux is a brand of soap
Miller,Miller,Miller is een veel voorkomende achternaam,Miller is a common surname
Meerssen,Meerssen,Meerssen is een dorp in Limburg,Meerssen is a village in Limburg
muzikant,musician,De muzikant speelt piano,The musician plays the piano
wol,wool,De trui is gemaakt van wol,The sweater is made of wool
Vegas,Vegas,Las Vegas staat bekend om zijn casino's,Las Vegas is known for its casinos
year,year,Het jaar is bijna voorbij,The year is almost over
Motorola,Motorola,Motorola maakt telefoons,Motorola makes phones
Müller,Muller,Müller is een Duitse naam,Muller is a German name
beursgemiddelde,stock market average,Het beursgemiddelde daalde met 3%,The stock market average fell by 3%
Hamas,Hamas,Hamas is een Palestijnse organisatie,Hamas is a Palestinian organization
Christophe,Christopher,Christophe is een Franse naam,Christopher is a French name
allianties,alliances,De allianties tussen de landen zijn sterk,The alliances between the countries are strong
Electrafina,Electrafina,Electrafina is een Belgisch bedrijf,Electrafina is a Belgian company
incl,including,De prijs is incl btw,The price is including VAT
Palace,Palace,Het paleis is open voor bezoekers,The palace is open to visitors
Dijk,dike,De dijk beschermt het land tegen water,The dike protects the land against water
opmaken,finish/make up,Ik moet mijn huiswerk opmaken,I need to finish my homework
verondersteld,supposed,Hij wordt verondersteld te komen,He is supposed to come
tegengestelde,opposite,Zij hebben tegengestelde meningen,They have opposite opinions
afwezig,absent,Drie studenten zijn afwezig vandaag,Three students are absent today
scholing,schooling/education,Scholing is belangrijk voor de toekomst,Education is important for the future
Wolf,wolf,De wolf leeft in het bos,The wolf lives in the forest
concurrentiepositie,competitive position,De concurrentiepositie van het bedrijf is sterk,The competitive position of the company is strong
bezighoudt,keeps busy,Waar houdt hij zich mee bezig?,What keeps him busy?
gehecht,attached,Hij is gehecht aan zijn hond,He is attached to his dog
molen,mill,De molen draait in de wind,The windmill turns in the wind
afweten,know about,Laat hem maar afweten,Do not count on him
bevroren,frozen,De vijver is bevroren,The pond is frozen
suggereren,suggest,Ik wil een alternatief suggereren,I want to suggest an alternative
pijlers,pillars,De pijlers van de brug zijn sterk,The pillars of the bridge are strong
Leven,life,Het leven is mooi,Life is beautiful
noemden,called/named,Zij noemden hun dochter Anna,They named their daughter Anna
uitgeput,exhausted,Hij was uitgeput na de race,He was exhausted after the race
Fischer,Fischer,Fischer was een wereldkampioen schaken,Fischer was a world chess champion
schande,shame,Wat een schande!,What a shame!
zwakkere,weaker,De zwakkere studenten krijgen extra hulp,The weaker students receive extra help
ml,ml,Voeg 100 ml water toe,Add 100 ml of water
ettelijke,several,Hij heeft ettelijke boeken geschreven,He has written several books
opleving,recovery,De economie vertoont tekenen van opleving,The economy is showing signs of recovery
Zuidafrikaanse,South African,De Zuidafrikaanse wijn is van hoge kwaliteit,The South African wine is of high quality
Economist,Economist,De Economist is een gerenommeerd blad,The Economist is a renowned magazine
aangeraden,recommended,De dokter heeft rust aangeraden,The doctor recommended rest
Gold,gold,Goud is een edelmetaal,Gold is a precious metal
barst,crack,Er zit een barst in het glas,There is a crack in the glass
omgevormd,transformed,Het gebouw werd omgevormd tot een museum,The building was transformed into a museum
authenticiteit,authenticity,De authenticiteit van het schilderij is bevestigd,The authenticity of the painting is confirmed
obsessie,obsession,Zijn obsessie met muziek is groot,His obsession with music is great
kalender,calendar,De kalender hangt aan de muur,The calendar hangs on the wall
money,money,Geld maakt niet gelukkig, Money does not make you happy
rondreis,round trip,We maakten een rondreis door Europa,We made a round trip through Europe
productiecapaciteit,production capacity,De productiecapaciteit is verhoogd,The production capacity has been increased
intercommunale,intermunicipal,De intercommunale verzorgt het afvalbeheer,The intermunicipal company manages waste
Schatkist,Treasury,De Schatkist beheert het geld van de staat,The Treasury manages the state money
Focus,focus,De focus ligt op kwaliteit,The focus is on quality
Dole,Dole,Bob Dole was een Amerikaans politicus,Bob Dole was an American politician
ontgoocheld,disappointed,Hij was ontgoocheld in de resultaten,He was disappointed in the results
uitgifteprijs,issue price,De uitgifteprijs van het aandeel is 10 euro,The issue price of the share is 10 euros
rationele,rational,We moeten een rationele beslissing nemen,We must make a rational decision
gepensioneerden,pensioners,De gepensioneerden krijgen een uitkering,The pensioners receive a benefit
registratie,registration,De registratie voor de cursus is gesloten,The registration for the course is closed
achterwege,omitted,De formaliteiten konden achterwege blijven,The formalities could be omitted
Space,space,De ruimte is oneindig,Space is infinite
sprookje,fairy tale,Het sprookje gaat over een prinses,The fairy tale is about a princess
vijftiende,fifteenth,De vijftiende eeuw was een tijd van ontdekkingen,The fifteenth century was a time of discoveries
toonaangevende,leading,Het is een toonaangevend bedrijf,It is a leading company
luchtvaart,aviation,De luchtvaartindustrie groeit snel,The aviation industry is growing fast
kerkelijke,church,De kerkelijke dienst begint om tien uur,The church service starts at ten o'clock
Midden-Limburg,Central Limburg,Midden-Limburg ligt in Nederland,Central Limburg is in the Netherlands
video's,videos,De video's zijn populair op het internet,The videos are popular on the internet
Bolkestein,Bolkestein,Bolkestein was een Nederlands politicus,Bolkestein was a Dutch politician
bevond,located,Het museum bevond zich in het centrum,The museum was located in the center
inventaris,inventory,De inventaris van de winkel wordt bijgewerkt,The inventory of the store is being updated
versturen,send,Kunt u het pakket versturen?,Can you send the package?
veelbelovend,promising,Het project ziet er veelbelovend uit,The project looks promising
verhuur,rental,De verhuur van fietsen is populair,The rental of bicycles is popular
levendige,lively,Het is een levendige stad,It is a lively city
faillissementen,bankruptcies,Het aantal faillissementen is gestegen,The number of bankruptcies has increased
marktsegment,market segment,Dit marktsegment groeit snel,This market segment is growing fast
bont,colorful/fur,De jurk is bont en kleurrijk,The dress is colorful and vibrant
vergist,mistaken,U vergist zich,You are mistaken
Diezelfde,the same,Diezelfde dag vertrok hij,The same day he left
veronderstelt,assumes,Men veronderstelt dat hij onschuldig is,It is assumed that he is innocent
verslaggeefster,reporter (female),De verslaggeefster interviewde de minister,The reporter interviewed the minister
T-shirts,T-shirts,Hij draagt graag T-shirts,He likes to wear T-shirts
rijgedrag,driving behavior,Zijn rijgedrag is agressief,His driving behavior is aggressive
financier,financier,De financier van het project is een bank,The financier of the project is a bank
Erwin,Erwin,Erwin is een Duitse naam,Erwin is a German name
schilderde,painted,Hij schilderde een mooi landschap,He painted a beautiful landscape
grand,grand,De grand opening was een succes,The grand opening was a success
Titanic,Titanic,De Titanic zonk in 1912,The Titanic sank in 1912
witloof,Belgian endive,Witloof is een typisch Belgische groente,Belgian endive is a typical Belgian vegetable
Daewoo,Daewoo,Daewoo is een Koreaans automerk,Daewoo is a Korean car brand
volpension,full board,Het hotel biedt volpension aan,The hotel offers full board
Baldewijns,Baldewijns,De heer Baldewijns was minister,Mr. Baldewijns was a minister
groeilanden,growth countries,De groeilanden hebben een sterke economie,The growth countries have a strong economy
meters,meters,De kamer is vijf meter breed,The room is five meters wide
dijk,dike,De dijk houdt het water tegen,The dike holds back the water
fascinerend,fascinating,Het verhaal is fascinerend,The story is fascinating
Bull,Bull,John Bull is een symbool van Engeland,John Bull is a symbol of England
concludeert,concludes,De rechter concludeert dat hij schuldig is,The judge concludes that he is guilty
levendig,lively,De markt is levendig en kleurrijk,The market is lively and colorful
boten,boats,De boten varen op de rivier,The boats sail on the river
schoen,shoe,De schoen past niet goed,The shoe does not fit well
beoogde,intended,Het beoogde doel is bereikt,The intended goal has been achieved
blank,white/blank,Hij gaf een blank antwoord,He gave a blank answer
jargon,jargon,Medisch jargon is moeilijk te begrijpen,Medical jargon is difficult to understand
miste,missed,Hij miste de trein,He missed the train
processor,processor,De processor van de computer is snel,The processor of the computer is fast
wezens,beings,Mensen zijn sociale wezens,Humans are social beings
verwijzingen,references,De verwijzingen in het artikel zijn nuttig,The references in the article are useful
datgene,that which,Datgene wat hij zei was belangrijk,That which he said was important
prominente,prominent,Zij speelt een prominente rol,She plays a prominent role
nabijgelegen,nearby,Het nabijgelegen dorp is klein,The nearby village is small
bereikten,reached,Zij bereikten de top van de berg,They reached the top of the mountain
Ongetwijfeld,undoubtedly,Ongetwijfeld is hij de beste,Undoubtedly he is the best
aankloppen,knock on,We kunnen bij hen aankloppen voor hulp,We can knock on their door for help
rubber,rubber,Rubber wordt gebruikt voor banden,Rubber is used for tires
weleer,formerly,Weleer was dit een kasteel,Formerly this was a castle
Friesland,Friesland,Friesland is een provincie in Nederland,Friesland is a province in the Netherlands
overnachting,overnight stay,De overnachting in het hotel was goed,The overnight stay at the hotel was good
toonbank,counter,De toonbank in de winkel is van hout,The counter in the shop is made of wood
East,east,De zon komt op in het oosten,The sun rises in the east
illusies,illusions,Hij heeft geen illusies over de toekomst,He has no illusions about the future
benoemen,appoint/name,De koning benoemt de minister,The king appoints the minister
gewoond,lived,Hij heeft in Amsterdam gewoond,He has lived in Amsterdam
bloedige,bloody,Het was een bloedige strijd,It was a bloody battle
rundvlees,beef,Rundvlees is duurder dan kip,Beef is more expensive than chicken
Reken,count/calculate,Kunt u goed rekenen?,Can you count well?
Press,press,De pers was aanwezig op de conferentie,The press was present at the conference
verankering,anchoring,De verankering van de wet is belangrijk,The anchoring of the law is important
kwaliteitszorg,quality care,Kwaliteitszorg is essentieel in de zorg,Quality care is essential in healthcare
opteerde,elected/opted,Hij opteerde voor een andere oplossing,He opted for a different solution
Eva,Eve,Eva was de eerste vrouw volgens de Bijbel,Eve was the first woman according to the Bible
first,first,Dit is mijn eerste keer,This is my first time
hoofdpersonage,main character,Het hoofdpersonage in het boek is een detective,The main character in the book is a detective
Adres,address,Kunt u uw adres geven?,Can you give your address?
Vandenbroucke,Vandenbroucke,Vandenbroucke is een Belgische politicus,Vandenbroucke is a Belgian politician
wielbasis,wheelbase,De wielbasis van de auto is lang,The wheelbase of the car is long
Dick,Dick,Dick is een korte vorm van Richard,Dick is a short form of Richard
gewekt,awakened,Hij werd gewekt door de zon,He was awakened by the sun
zodoende,thus,Zodoende kunnen we verder,Thus we can continue
Schmidt,Schmidt,Schmidt is een Duitse achternaam,Schmidt is a German surname
aangetroffen,found,De politie heeft de dader aangetroffen,The police found the perpetrator
onjuist,incorrect,Die informatie is onjuist,That information is incorrect
toegepaste,applied,Hij studeert toegepaste wiskunde,He studies applied mathematics
drs,drs,Dr. s. Jansen is afgestudeerd, Drs. Jansen is a graduate
weerhouden,refrain/withhold,Hij kon zich niet weerhouden van lachen,He could not refrain from laughing
informatietechnologie,information technology,Informatietechnologie verandert snel,Information technology changes fast
duister,dark,Het was een duistere nacht,It was a dark night
Grieks,Greek,Grieks is een oude taal,Greek is an ancient language
Ludwig,Ludwig,Ludwig van Beethoven was een componist,Ludwig van Beethoven was a composer
opdrijven,drive up,De prijzen opdrijven is niet eerlijk,Driving up prices is not fair
opgeblazen,blown up,Het gebouw werd opgeblazen,The building was blown up
beloning,reward,Hij kreeg een beloning voor zijn werk,He received a reward for his work
Shamir,Shamir,Shamir was een Israëlisch politicus,Shamir was an Israeli politician
waarmaken,fulfill,Hij wil zijn belofte waarmaken,He wants to fulfill his promise
