structuren,structures,De structuren van de organisatie zijn complex,The structures of the organization are complex
Man,Man,De man liep door het park,The man walked through the park
boeiend,fascinating,Het boek is zeer boeiend,The book is very fascinating
e-mail,email,Ik stuur je een e-mail met de details,I will send you an email with the details
ongeluk,accident,Er is een ongeluk gebeurd op de snelweg,An accident has happened on the highway
gewijzigd,changed,De plannen zijn gewijzigd,The plans have been changed
produkten,products,De produkten zijn van hoge kwaliteit,The products are of high quality
huur,rent,De huur van het appartement is hoog,The rent of the apartment is high
valse,false,Hij werd beschuldigd van valse verklaringen,He was accused of false statements
collectieve,collective,Het collectieve belang gaat voor,The collective interest takes precedence
recessie,recession,De economie verkeert in een recessie,The economy is in a recession
romantische,romantic,Ze hadden een romantische avond,They had a romantic evening
grijpen,grab,Hij probeerde de kans te grijpen,He tried to grab the opportunity
bezwaar,objection,Ik heb geen bezwaar tegen het voorstel,I have no objection to the proposal
werkgroep,working group,De werkgroep komt morgen bijeen,The working group meets tomorrow
grondwet,constitution,De grondwet garandeert vrijheid van meningsuiting,The constitution guarantees freedom of speech
misdaad,crime,De misdaad in de stad is afgenomen,Crime in the city has decreased
troef,trump,Zijn ervaring is een belangrijke troef,His experience is an important trump card
regelen,arrange,Ik zal het transport regelen,I will arrange the transport
cellen,cells,De cellen in het lichaam hebben zuurstof nodig,The cells in the body need oxygen
gemengde,mixed,Het gemengde comité heeft advies gegeven,The mixed committee has given advice
vriendin,girlfriend,Zijn vriendin komt op bezoek,His girlfriend is coming to visit
sterkste,strongest,Dit is zijn sterkste punt,This is his strongest point
drastisch,drastic,Er moeten drastische maatregelen komen,Drastic measures must be taken
kozen,chose,Zij kozen voor een andere oplossing,They chose a different solution
dank,thanks,Dank voor uw hulp,Thanks for your help
gedreven,driven,Hij is een gedreven ondernemer,He is a driven entrepreneur
Dergelijke,Such,Dergelijke situaties moeten worden vermeden,Such situations must be avoided
opbrengen,yield,De investering zal veel opbrengen,The investment will yield a lot
bos,forest,We wandelden door het bos,We walked through the forest
sprong,jump,De atleet maakte een sprong van vijf meter,The athlete made a jump of five meters
Arbeid,Labor,Arbeid is belangrijk voor de economie,Labor is important for the economy
Enerzijds,On the one hand,"Enerzijds is het goedkoop, anderzijds is het niet duurzaam","On the one hand it is cheap, on the other hand it is not sustainable"
prestigieuze,prestigious,Hij kreeg een prestigieuze onderscheiding,He received a prestigious award
Inc,Inc,Het bedrijf heet nu Global Inc,The company is now called Global Inc
Onderzoek,Research,Het onderzoek naar de oorzaak is gestart,The research into the cause has started
strikt,strict,De regels zijn strikt,The rules are strict
herstructurering,restructuring,De herstructurering van het bedrijf is nodig,The restructuring of the company is necessary
Opel,Opel,Opel is een Duits automerk,Opel is a German car brand
courante,current,Dit zijn de courante prijzen op de markt,These are the current prices on the market
storten,deposit,Ik wil geld storten op mijn rekening,I want to deposit money into my account
bakken,bake,Ik ga een taart bakken,I am going to bake a cake
toezicht,supervision,Er is toezicht nodig op de bouwplaats,Supervision is needed at the construction site
verwijderd,removed,Het bestand is verwijderd,The file has been removed
verteld,told,Hij heeft mij een verhaal verteld,He told me a story
stress,stress,Stress is slecht voor de gezondheid,Stress is bad for health
onderweg,on the way,De bestelling is onderweg,The order is on the way
gevangen,caught,De dief is gevangen door de politie,The thief was caught by the police
verkrijgen,obtain,U kunt meer informatie verkrijgen via de website,You can obtain more information via the website
ergste,worst,Het ergste moet nog komen,The worst is yet to come
generaties,generations,Deze traditie bestaat al generaties lang,This tradition has existed for generations
behoud,preservation,Het behoud van het milieu is belangrijk,The preservation of the environment is important
duurde,lasted,De film duurde drie uur,The movie lasted three hours
Siemens,Siemens,Siemens is een groot technologiebedrijf,Siemens is a large technology company
stemming,mood,De stemming in de zaal was uitstekend,The mood in the hall was excellent
fundamenteel,fundamental,Er is een fundamenteel verschil tussen beide,There is a fundamental difference between the two
waarnemers,observers,Internationale waarnemers hebben de verkiezingen gevolgd,International observers have monitored the elections
toegelaten,admitted,Zij zijn toegelaten tot de universiteit,They have been admitted to the university
onderzoeksrechter,investigating judge,De onderzoeksrechter heeft de zaak in handen,The investigating judge is handling the case
geringe,slight,Er is een geringe kans op regen,There is a slight chance of rain
verhoogde,increased,De verhoogde belastingdruk is ongunstig,The increased tax burden is unfavorable
ist,is (German),Das ist nicht richtig,That is not correct
Mozart,Mozart,Mozart componeerde meer dan zeshonderd werken,Mozart composed more than six hundred works
waarschuwt,warns,De overheid waarschuwt voor gladheid,The government warns of slippery roads
besproken,discussed,Het voorstel is uitgebreid besproken,The proposal has been extensively discussed
Europeanen,Europeans,Europeanen reizen steeds meer,Europeans travel more and more
participaties,participations,De participaties in het fonds zijn gestegen,The participations in the fund have increased
bibliotheek,library,De bibliotheek heeft een grote collectie,The library has a large collection
weigerde,refused,Hij weigerde te betalen,He refused to pay
geduld,patience,Geduld is een schone deugd,Patience is a virtue
data,data,De data worden geanalyseerd door het team,The data is being analyzed by the team
verenigingen,associations,De verenigingen werken samen,The associations work together
time,time,Time is money,Time is money
aangevuld,supplemented,De tekst is aangevuld met nieuwe informatie,The text has been supplemented with new information
gesteund,supported,Het project werd gesteund door de overheid,The project was supported by the government
uiting,expression,Kunst is een vorm van uiting,Art is a form of expression
dier,animal,Elk dier heeft recht op goede verzorging,Every animal has the right to good care
parket,public prosecutor's office,Het parket heeft de zaak onderzocht,The public prosecutor's office has investigated the case
Janssen,Janssen,Janssen is een veelvoorkomende achternaam,Janssen is a common surname
Joseph,Joseph,Joseph is een bijbelse naam,Joseph is a biblical name
sportieve,sporty,Hij draagt graag sportieve kleding,He likes to wear sporty clothing
IMF,IMF,Het IMF verstrekt leningen aan landen,The IMF provides loans to countries
Zuid-Afrikaanse,South African,De Zuid-Afrikaanse wijn is populair,South African wine is popular
Belgian,Belgian,Belgian chocolate is wereldberoemd,Belgian chocolate is world-famous
doos,box,De doos bevat oude foto's,The box contains old photos
Koning,King,De Koning opende het nieuwe parlement,The King opened the new parliament
stukjes,pieces,Hij sneed de groente in kleine stukjes,He cut the vegetables into small pieces
wijziging,change,De wijziging is per direct van kracht,The change is effective immediately
speler,player,Hij is een belangrijke speler in het team,He is an important player on the team
paard,horse,Het paard rende over de weide,The horse ran across the meadow
Arafat,Arafat,Arafat was de leider van de Palestijnen,Arafat was the leader of the Palestinians
beursgenoteerde,listed,Het is een beursgenoteerde onderneming,It is a listed company
solidariteit,solidarity,Solidariteit is belangrijk in een gemeenschap,Solidarity is important in a community
conservatieve,conservative,De conservatieve partij won de verkiezingen,The conservative party won the elections
stuurde,sent,Zij stuurde een brief naar haar moeder,She sent a letter to her mother
overeind,upright,Hij bleef overeind na de val,He stayed upright after the fall
advertenties,advertisements,De advertenties staan in de krant,The advertisements are in the newspaper
opbouwen,build up,We moeten het vertrouwen opbouwen,We must build up trust
spijt,regret,Ik heb spijt van mijn beslissing,I regret my decision
experts,experts,De experts geven hun mening,The experts give their opinion
London,London,London is een wereldstad,London is a global city
KU,KU,De KU Leuven is een gerenommeerde universiteit,KU Leuven is a renowned university
artiesten,artists,De artiesten treden vanavond op,The artists perform tonight
eenheidsmunt,single currency,De eenheidsmunt is de euro,The single currency is the euro
VVD,VVD,De VVD is een liberale partij,The VVD is a liberal party
bond,union,De bond onderhandelt over de arbeidsvoorwaarden,The union negotiates about working conditions
doeken,cloths,De doeken worden gebruikt voor het schoonmaken,The cloths are used for cleaning
nut,use,Er is geen nut aan deze discussie,There is no use to this discussion
illegale,illegal,Illegale activiteiten worden bestraft,Illegal activities are punished
Festival,Festival,Het Festival van Cannes is beroemd,The Cannes Festival is famous
vanmorgen,this morning,Vanmorgen heb ik laat geslapen,I slept late this morning
eis,demand,De werknemers hebben een eis ingediend,The employees have submitted a demand
verlenen,grant,Zij verlenen financiële steun aan het project,They grant financial support to the project
privatisering,privatization,De privatisering van het staatsbedrijf is omstreden,The privatization of the state company is controversial
aanpakken,tackle,We moeten het probleem aanpakken,We must tackle the problem
logica,logic,Zijn logica is moeilijk te volgen,His logic is difficult to follow
ingenieurs,engineers,De ingenieurs werken aan een nieuw ontwerp,The engineers are working on a new design
geslagen,beaten,Hij is verslagen in de finale,He was beaten in the final
beperkingen,limitations,Er zijn beperkingen aan de snelheid,There are limitations on the speed
dynamiek,dynamics,De dynamiek van de markt verandert snel,The dynamics of the market change quickly
vissen,fish,Zij vissen in de rivier,They fish in the river
voorraad,stock,De voorraad is bijna op,The stock is almost empty
veiling,auction,Het schilderij werd op een veiling verkocht,The painting was sold at an auction
problematiek,issues,De problematiek rond klimaatverandering is complex,The issues surrounding climate change are complex
Mandela,Mandela,Mandela streed tegen apartheid,Mandela fought against apartheid
BRTN,BRTN,De BRTN is de Vlaamse omroep,The BRTN is the Flemish broadcaster
roken,smoking,Roken is slecht voor de gezondheid,Smoking is bad for health
overbodig,unnecessary,Deze opmerking is overbodig,This comment is unnecessary
prof,prof,De prof geeft college op dinsdag,The professor gives lectures on Tuesday
vooruitzicht,prospect,Het vooruitzicht op promotie motiveert hem,The prospect of promotion motivates him
document,document,Het document is ondertekend,The document has been signed
Madrid,Madrid,Madrid is de hoofdstad van Spanje,Madrid is the capital of Spain
professioneel,professional,Zij gaat altijd professioneel te werk,She always works in a professional manner
beschouwt,considers,Hij beschouwt haar als zijn beste vriendin,He considers her his best friend
raadt,advises,De dokter raadt rust aan,The doctor advises rest
tendens,trend,Er is een tendens naar duurzaamheid,There is a trend towards sustainability
verwijzen,refer,Ik zal naar uw opmerkingen verwijzen,I will refer to your comments
aangenaam,pleasant,Het was een aangenaam gesprek,It was a pleasant conversation
vannacht,tonight,Vannacht ga ik vroeg naar bed,Tonight I am going to bed early
mensenrechten,human rights,Mensenrechten zijn universeel,Human rights are universal
hoofdstuk,chapter,Het volgende hoofdstuk gaat over geschiedenis,The next chapter is about history
arbeidsplaatsen,jobs,Er zijn nieuwe arbeidsplaatsen gecreëerd,New jobs have been created
inspanning,effort,De inspanning werd beloond,The effort was rewarded
complete,complete,De complete collectie wordt tentoongesteld,The complete collection is being exhibited
institutionele,institutional,De institutionele beleggers hebben veel invloed,The institutional investors have a lot of influence
Fonds,Fund,Het Fonds investeert in duurzame energie,The Fund invests in sustainable energy
regie,direction,De regie van de film was uitstekend,The direction of the film was excellent
ABN,ABN,ABN is een grote Nederlandse bank,ABN is a large Dutch bank
minimaal,minimum,Het minimale bedrag is vijftig euro,The minimum amount is fifty euros
opmerkelijke,remarkable,Het is een opmerkelijke prestatie,It is a remarkable achievement
conferentie,conference,De conferentie vindt plaats in Brussel,The conference takes place in Brussels
raakten,touched,Zij raakten elkaar aan,They touched each other
verdachte,suspect,De verdachte werd gearresteerd,The suspect was arrested
trek,pull,Trek aan de deur om hem te openen,Pull the door to open it
bekomen,recover,Hij is aan het bekomen van zijn ziekte,He is recovering from his illness
verzekerd,insured,Het gebouw is goed verzekerd,The building is well insured
EEN,ONE,EEN is het eerste getal,ONE is the first number
Invest,Invest,Invest in uw toekomst,Invest in your future
vervaldag,expiration date,De vervaldag van de factuur is morgen,The expiration date of the invoice is tomorrow
honger,hunger,Honger is een groot probleem in de wereld,Hunger is a major problem in the world
gezamenlijk,joint,Zij hebben een gezamenlijk project,They have a joint project
plaatsvinden,take place,Het evenement zal plaatsvinden in het stadion,The event will take place in the stadium
geboden,offered,De diensten worden gratis geboden,The services are offered for free
departement,department,Het departement van onderwijs heeft nieuwe richtlijnen,The department of education has new guidelines
Navo,NATO,De Navo is een militair bondgenootschap,NATO is a military alliance
Wenen,Vienna,Wenen is de hoofdstad van Oostenrijk,Vienna is the capital of Austria
fotograaf,photographer,De fotograaf maakte prachtige foto's,The photographer took beautiful pictures
ontzettend,terribly,Het spijt me ontzettend,I am terribly sorry
Vraag,Question,Vraag alsjeblieft om hulp als je het nodig hebt,Please ask for help if you need it
Gerard,Gerard,Gerard is een goede vriend van mij,Gerard is a good friend of mine
cultureel,cultural,Het cultureel centrum heeft veel activiteiten,The cultural center has many activities
sta,stand,Ik sta achter mijn beslissing,I stand behind my decision
haalden,retrieved,Zij haalden de informatie uit het archief,They retrieved the information from the archive
vennootschappen,companies,De vennootschappen moeten rapporteren,The companies must report
voorganger,predecessor,Zijn voorganger had dezelfde problemen,His predecessor had the same problems
toegekend,awarded,De subsidie is toegekend aan het project,The grant has been awarded to the project
Carl,Carl,Carl werkt bij de bank,Carl works at the bank
garanderen,guarantee,Wij garanderen de kwaliteit van onze producten,We guarantee the quality of our products
auf,on (German),Auf Wiedersehen is een Duitse groet,Auf Wiedersehen is a German greeting
moeders,mothers,De moeders wachten bij de school,The mothers wait at the school
dochters,daughters,Haar dochters studeren allebei,Her daughters are both studying
ontmoeten,meet,Ik hoop je snel te ontmoeten,I hope to meet you soon
Leopold,Leopold,Koning Leopold regeerde over Belgie,King Leopold ruled over Belgium
lijdt,suffers,Zij lijdt aan een zeldzame ziekte,She suffers from a rare disease
Joegoslavische,Yugoslav,De Joegoslavische president bezocht het land,The Yugoslav president visited the country
stopt,stops,De bus stopt bij het station,The bus stops at the station
galerie,gallery,De galerie opent volgende week,The gallery opens next week
geplande,planned,Het geplande concert is afgelast,The planned concert has been canceled
Gewest,Region,Het Brussels Gewest heeft een eigen regering,The Brussels Region has its own government
Schone,Beautiful,Schone lucht is belangrijk voor de gezondheid,Clean air is important for health
keten,chain,De keten van winkels is internationaal,The chain of stores is international
tweehonderd,two hundred,Tweehonderd mensen woonden de bijeenkomst bij,Two hundred people attended the meeting
drank,drink,De drank wordt gekoeld geserveerd,The drink is served chilled
Research,Research,Research is essentieel voor vooruitgang,Research is essential for progress
herinneringen,memories,Ik bewaar goede herinneringen aan die tijd,I have good memories of that time
hooguit,at most,Het duurt hooguit een uur,It takes at most an hour
Computer,Computer,De computer is een belangrijk hulpmiddel,The computer is an important tool
Nationaal,National,Het nationaal park is prachtig,The national park is beautiful
ietwat,somewhat,Het is ietwat koud voor de tijd van het jaar,It is somewhat cold for this time of year
Milosevic,Milosevic,Milosevic was een Servisch politicus,Milosevic was a Serbian politician
tweemaal,twice,Ik heb tweemaal geprobeerd te bellen,I tried twice to call
inschrijven,register,U kunt zich inschrijven voor de cursus,You can register for the course
concentreren,concentrate,Ik kan me niet concentreren met deze herrie,I cannot concentrate with this noise
Marketing,Marketing,Marketing is belangrijk voor de verkoop,Marketing is important for sales
dwingen,force,Je kunt niemand dwingen om te blijven,You cannot force anyone to stay
Global,Global,Global warming is een groot probleem,Global warming is a big problem
rendabiliteit,profitability,De rendabiliteit van het bedrijf is verbeterd,The profitability of the company has improved
installaties,installations,De installaties worden regelmatig onderhouden,The installations are regularly maintained
begrijpt,understands,Iedereen begrijpt de instructies,Everyone understands the instructions
zorgvuldig,carefully,Lees de tekst zorgvuldig door,Read the text carefully
operaties,operations,De operaties in het ziekenhuis verlopen goed,The operations at the hospital go well
Boeing,Boeing,Boeing produceert vliegtuigen,Boeing produces aircraft
juwelen,jewelry,De juwelen werden bewaard in een kluis,The jewelry was kept in a safe
Lynch,Lynch,David Lynch is een Amerikaanse filmmaker,David Lynch is an American filmmaker
Hauspie,Hauspie,Hauspie was een Belgisch technologiebedrijf,Hauspie was a Belgian technology company
omgekeerde,reverse,De omgekeerde volgorde is juist,The reverse order is correct
opmerkelijk,remarkably,Het is opmerkelijk stil in de stad,It is remarkably quiet in the city
besturen,govern,Zij besturen het land met wijsheid,They govern the country with wisdom
goedkeuring,approval,Het plan heeft goedkeuring nodig van de raad,The plan needs approval from the council
grafische,graphic,De grafische vormgeving is modern,The graphic design is modern
bezet,occupied,De stoel is bezet,The seat is occupied
universitaire,university,Het universitaire ziekenhuis is groot,The university hospital is large
di,of (Italian),Di is een Italiaans voorzetsel,Di is an Italian preposition
stelden,suggested,Zij stelden een alternatief voor,They suggested an alternative
Roland,Roland,Roland is een Duitse elektronicafabrikant,Roland is a German electronics manufacturer
uitstraling,image,Het gebouw heeft een moderne uitstraling,The building has a modern image
Monetaire,Monetary,Het Internationaal Monetair Fonds is gevestigd in Washington,The International Monetary Fund is based in Washington
Chinezen,Chinese,De Chinezen vieren het Nieuwjaar anders,The Chinese celebrate New Year differently
Zou,Would,Zou u mij kunnen helpen,Would you be able to help me
gestolen,stolen,De auto is gestolen,The car has been stolen
pad,path,Het pad leidt naar het bos,The path leads to the forest
aangepaste,adapted,De aangepaste versie is beter,The adapted version is better
bloot,exposed,Het kind liep bloot op het strand,The child walked exposed on the beach
toerisme,tourism,Het toerisme in Belgie groeit,Tourism in Belgium is growing
zeldzame,rare,Dit is een zeldzame plantensoort,This is a rare plant species
oogt,looks,Het gebouw oogt modern,The building looks modern
rentevoeten,interest rates,De rentevoeten zijn laag,The interest rates are low
Hoge,High,De hoge kosten zijn een probleem,The high costs are a problem
CERA,CERA,CERA is een Belgische bank,CERA is a Belgian bank
vijand,enemy,De vijand is verslagen,The enemy has been defeated
spontaan,spontaneous,Haar reactie was spontaan,Her reaction was spontaneous
treffen,meet,Zij treffen elkaar morgen,They meet each other tomorrow
rijkdom,wealth,Zijn rijkdom is groot,His wealth is great
opbouw,construction,De opbouw van het gebouw duurt lang,The construction of the building takes long
vinger,finger,Hij heeft zijn vinger bezeerd,He hurt his finger
gelijknamige,eponymous,Het gelijknamige album was een succes,The eponymous album was a success
spullen,stuff,Mijn spullen zijn nog in de auto,My stuff is still in the car
Kroaten,Croats,De Kroaten stemden voor onafhankelijkheid,The Croats voted for independence
Vilvoorde,Vilvoorde,Vilvoorde ligt in de buurt van Brussel,Vilvoorde is located near Brussels
ruimtelijke,spatial,De ruimtelijke ordening wordt herzien,The spatial planning is being reviewed
boekte,booked,Hij boekte een reis naar Italie,He booked a trip to Italy
fijn,fine,Het weer is vandaag fijn,The weather is fine today
geboorte,birth,De geboorte van hun kind was een vreugde,The birth of their child was a joy
morele,moral,Morele kwesties zijn moeilijk te beoordelen,Moral issues are difficult to judge
Maas,Meuse,De Maas stroomt door Nederland,The Meuse river flows through the Netherlands
weekeinde,weekend,Fijn weekeinde gewenst,Have a nice weekend
rondom,around,Er is veel groen rondom het huis,There is a lot of green around the house
onderhouden,maintain,Zij onderhouden de tuin regelmatig,They maintain the garden regularly
conflicten,conflicts,Conflicten moeten worden opgelost,Conflicts must be resolved
stabiliteit,stability,Stabiliteit is belangrijk voor de economie,Stability is important for the economy
spanningen,tensions,De spanningen tussen de landen lopen op,Tensions between the countries are rising
ambassade,embassy,De ambassade verleent bijstand,The embassy provides assistance
Jack,Jack,Jack is een veelvoorkomende Engelse naam,Jack is a common English name
Gouden,Golden,De Gouden Eeuw was een bloeiperiode,The Golden Age was a period of prosperity
boeiende,engaging,Het was een boeiende presentatie,It was an engaging presentation
Flanders,Flanders,Flanders is de Engelse naam voor Vlaanderen,Flanders is the English name for Flanders
medewerker,employee,De medewerker kreeg een bonus,The employee received a bonus
Pieter,Pieter,Pieter is een veelvoorkomende Nederlandse naam,Pieter is a common Dutch name
besparen,save,We moeten kosten besparen,We must save costs
slaap,sleep,Ik heb slaap nodig,I need sleep
toespraak,speech,Zijn toespraak was inspirerend,His speech was inspiring
tips,tips,Hij gaf handige tips,He gave useful tips
verluidt,reportedly,Het project is verluidt gestopt,The project is reportedly stopped
Golfoorlog,Gulf War,De Golfoorlog begon in 1991,The Gulf War started in 1991
geroepen,called out,Hij heeft om hulp geroepen,He called out for help
conclusies,conclusions,De conclusies zijn duidelijk,The conclusions are clear
ondernemen,undertake,Zij gaan actie ondernemen,They are going to undertake action
opstand,rebellion,De opstand werd neergeslagen,The rebellion was suppressed
muzikanten,musicians,De muzikanten spelen in een orkest,The musicians play in an orchestra
dimensie,dimension,Dit voegt een nieuwe dimensie toe,This adds a new dimension
verhuizen,move,Zij gaan volgende maand verhuizen,They are going to move next month
competitie,competition,De competitie begint in september,The competition starts in September
verworven,acquired,De kennis is verworven door studie,The knowledge was acquired through study
heette,was called,Hij heette vroeger Karel,He used to be called Karel
motto,motto,Het motto van de school is kennis is macht,The motto of the school is knowledge is power
aflevering,episode,De aflevering van de serie was spannend,The episode of the series was exciting
toegeven,admit,Ik moet toegeven dat ik ongelijk had,I must admit that I was wrong
vieren,celebrate,We vieren haar verjaardag morgen,We celebrate her birthday tomorrow
Milaan,Milan,Milaan is een modehoofdstad,Milan is a fashion capital
Corporation,Corporation,De Corporation rapporteert haar resultaten,The corporation reports its results
vanop,from,Hij keek vanop afstand toe,He watched from a distance
meldde,reported,De krant meldde het nieuws,The newspaper reported the news
begrijp,understand,Ik begrijp wat je bedoelt,I understand what you mean
lasten,expenses,De lasten zijn gestegen,The expenses have increased
bedenken,think of,Kun je een oplossing bedenken,Can you think of a solution
georganiseerde,organized,De georganiseerde misdaad is een probleem,Organized crime is a problem
winnaar,winner,De winnaar van de wedstrijd krijgt een prijs,The winner of the competition receives a prize
marges,margins,De marges in de sector zijn klein,The margins in the sector are small
ontdekking,discovery,De ontdekking was van groot belang,The discovery was of great importance
merkwaardige,curious,Het is een merkwaardige situatie,It is a curious situation
ingreep,intervention,De ingreep was succesvol,The intervention was successful
verwarring,confusion,Er ontstond verwarring over de regels,Confusion arose about the rules
zakenman,businessman,De zakenman reist veel,The businessman travels a lot
seksueel,sexual,Seksueel geweld wordt bestraft,Sexual violence is punished
omroep,broadcaster,De omroep zendt het programma uit,The broadcaster airs the program
record,record,Het record staat al jaren,The record has stood for years
particulier,private,Particulier eigendom is beschermd,Private property is protected
fotografie,photography,Fotografie is haar passie,Photography is her passion
Euro,Euro,De Euro is de gemeenschappelijke munt,The Euro is the common currency
Britain,Britain,Britain is een eiland,Britain is an island
indrukwekkend,impressive,Het optreden was indrukwekkend,The performance was impressive
bewolking,cloud cover,De bewolking neemt toe,The cloud cover is increasing
steevast,invariably,Hij is steevast te laat,He is invariably late
strategisch,strategic,Het is een strategische beslissing,It is a strategic decision
